id,plate,price,area,year
29446,X080AH797,310000,Moscow,2024
29447,C636AA550,40000,Moscow Oblast,2025
29448,P061TY797,60000,Moscow,2025
29449,O810OO99,2000000,Moscow,2025
29450,P025XM777,290000,Moscow,2024
29451,O999AT790,350000,Moscow Oblast,2023
29452,O330MP33,350000,Vladimir Oblast,2022
29453,Y911YY73,550000,Ulyanovsk Oblast,2023
29454,M082CH82,100000,Republic of Crimea,2023
29455,T600MX190,200000,Moscow Oblast,2024
29456,M737BE702,30000,Republic of Bashkortostan,2024
29457,T777OB90,330000,Moscow Oblast,2021
29458,T777OB90,325000,Moscow Oblast,2021
29459,T777OB90,330000,Moscow Oblast,2021
29460,T777OB90,300000,Moscow Oblast,2021
29461,T777OB90,330000,Moscow Oblast,2021
29462,T777OB90,300000,Moscow Oblast,2021
29463,T777OB90,320000,Moscow Oblast,2021
29464,T777OB90,375000,Moscow Oblast,2021
29465,T777OB90,777000,Moscow Oblast,2021
29466,T777OB90,330000,Moscow Oblast,2021
29467,T777OB90,370000,Moscow Oblast,2021
29468,T777OB90,350000,Moscow Oblast,2021
29469,T777OB90,330000,Moscow Oblast,2021
29470,T777OB90,320000,Moscow Oblast,2021
29471,T777OB90,310000,Moscow Oblast,2021
29472,T777OB90,330000,Moscow Oblast,2021
29473,T777OB90,300000,Moscow Oblast,2021
29474,T777OB90,777000,Moscow Oblast,2021
29475,T777OB90,300000,Moscow Oblast,2021
29476,T777OB90,330000,Moscow Oblast,2021
29477,T777OB90,299999,Moscow Oblast,2021
29478,T777OB90,300000,Moscow Oblast,2021
29479,T777OB90,360000,Moscow Oblast,2021
29480,T777OB90,380000,Moscow Oblast,2021
29481,T777OB90,335000,Moscow Oblast,2022
29482,T777OB90,350000,Moscow Oblast,2022
29483,T777OB90,320000,Moscow Oblast,2022
29484,T777OB90,335000,Moscow Oblast,2022
29485,T777OB90,300000,Moscow Oblast,2022
29486,T777OB90,360000,Moscow Oblast,2022
29487,T777OB90,300000,Moscow Oblast,2022
29488,T777OB90,350000,Moscow Oblast,2022
29489,T777OB90,380000,Moscow Oblast,2022
29490,T777OB90,385000,Moscow Oblast,2022
29491,T777OB90,350000,Moscow Oblast,2022
29492,T777OB90,355000,Moscow Oblast,2022
29493,K005BK702,2000000,Republic of Bashkortostan,2023
29494,E747YX197,100000,Moscow,2025
29495,P959HA46,35000,Kursk Oblast,2024
29496,T222EK25,450000,Primorsky Krai,2024
29497,X033HO797,50000,Moscow,2022
29498,A707MC797,100000,Moscow,2022
29499,O200CT178,30000,Saint Petersburg,2024
29500,B016BB178,270000,Saint Petersburg,2024
29501,A101XC82,80000,Republic of Crimea,2024
29502,T023YO790,60000,Moscow Oblast,2024
29503,Y004MY190,120000,Moscow Oblast,2023
29504,E100HE750,150000,Moscow Oblast,2022
29505,E100HE750,155000,Moscow Oblast,2022
29506,E100HE750,150000,Moscow Oblast,2022
29507,E100HE750,155000,Moscow Oblast,2022
29508,E100HE750,120000,Moscow Oblast,2022
29509,E100HE750,155000,Moscow Oblast,2022
29510,E100HE750,150000,Moscow Oblast,2022
29511,E100HE750,120000,Moscow Oblast,2022
29512,E100HE750,150000,Moscow Oblast,2022
29513,E100HE750,140000,Moscow Oblast,2022
29514,E100HE750,120000,Moscow Oblast,2022
29515,E100HE750,130000,Moscow Oblast,2022
29516,E100HE750,120000,Moscow Oblast,2022
29517,E100HE750,150000,Moscow Oblast,2022
29518,E100HE750,130000,Moscow Oblast,2022
29519,Y242TA797,50000,Moscow,2025
29520,E001HP142,200000,Kemerovo Oblast,2024
29521,Y999XH66,999999,Sverdlovsk Oblast,2023
29522,P999OP50,700000,Moscow Oblast,2025
29523,P005OM116,260000,Republic of Tatarstan,2024
29524,M001CM98,10000000,Saint Petersburg,2024
29525,E464CE790,45000,Moscow Oblast,2024
29526,A464AA152,1000000,Nizhny Novgorod Oblast,2022
29527,H047MM47,95000,Leningrad Oblast,2023
29528,C500TX193,140000,Krasnodar Krai,2024
29529,B999KA50,500000,Moscow Oblast,2025
29530,Y696EO177,60000,Moscow,2022
29531,Y090YC777,260000,Moscow,2025
29532,A644HC797,50000,Moscow,2025
29533,A018YE193,200000,Krasnodar Krai,2024
29534,M585KA57,50000,Oryol Oblast,2024
29535,K374PY797,30000,Moscow,2025
29536,X161KX761,650000,Rostov Oblast,2024
29537,A666TC18,200000,Udmurt Republic,2023
29538,Y018TA797,70000,Moscow,2024
29539,X331XX61,700000,Rostov Oblast,2024
29540,B494TC797,75000,Moscow,2025
29541,M238AX977,30000,Moscow,2025
29542,O555EM123,350000,Krasnodar Krai,2024
29543,O021TH797,60000,Moscow,2025
29544,H522AX777,60000,Moscow,2024
29545,C877AK550,70000,Moscow Oblast,2024
29546,K565HH797,90000,Moscow,2024
29547,X500KM43,50000,Kirov Oblast,2023
29548,E535BY797,80000,Moscow,2025
29549,Y418PE797,50000,Moscow,2025
29550,B282TP190,40000,Moscow Oblast,2024
29551,C007PA99,850000,Moscow,2025
29552,O100TB777,150000,Moscow,2022
29553,O100TB777,135000,Moscow,2022
29554,K666OT05,650000,Republic of Dagestan,2023
29555,E911HK777,250000,Moscow,2024
29556,E911HK777,200000,Moscow,2024
29557,E911HK777,180000,Moscow,2024
29558,E911HK777,170000,Moscow,2024
29559,O038EX39,125000,Kaliningrad Oblast,2024
29560,H600EM142,50000,Kemerovo Oblast,2022
29561,C500HH31,200000,Belgorod Oblast,2024
29562,X043EO05,70000,Republic of Dagestan,2024
29563,B818EH197,100000,Moscow,2024
29564,P044YX790,27999,Moscow Oblast,2025
29565,X604AM78,170000,Saint Petersburg,2024
29566,E144EM777,250000,Moscow,2024
29567,B100OA09,100000,Karachay-Cherkess Republic,2023
29568,A777HC05,900000,Republic of Dagestan,2022
29569,X006AH178,165000,Saint Petersburg,2023
29570,X097TK797,50000,Moscow,2024
29571,Y414AC750,60000,Moscow Oblast,2024
29572,A017BY790,30000,Moscow Oblast,2023
29573,A017BY790,25000,Moscow Oblast,2023
29574,O505CA178,200000,Saint Petersburg,2023
29575,K063KK61,2700000,Rostov Oblast,2023
29576,T007KB750,170000,Moscow Oblast,2022
29577,K121CM197,90000,Moscow,2024
29578,H330CC123,500000,Krasnodar Krai,2023
29579,C555BB190,500000,Moscow Oblast,2024
29580,C555BB190,450000,Moscow Oblast,2025
29581,B313HE797,30000,Moscow,2023
29582,X100EP193,500000,Krasnodar Krai,2023
29583,Y083BB550,30000,Moscow Oblast,2025
29584,A727AC750,150000,Moscow Oblast,2024
29585,H060HY142,200000,Kemerovo Oblast,2024
29586,O926MP77,550000,Moscow,2023
29587,Y003KP150,99000,Moscow Oblast,2024
29588,E101CT790,50000,Moscow Oblast,2025
29589,P002EO95,500000,Chechen Republic,2024
29590,E888EA63,550000,Samara Oblast,2024
29591,O022XX150,160000,Moscow Oblast,2024
29592,O022XX150,150000,Moscow Oblast,2025
29593,K001XX199,5000000,Moscow,2024
29594,C910PH99,50000,Moscow,2024
29595,B717BT138,105000,Irkutsk Oblast,2024
29596,Y707EP197,130000,Moscow,2023
29597,C090BA550,100000,Moscow Oblast,2024
29598,C333YX777,500000,Moscow,2025
29599,X079PC797,90000,Moscow,2024
29600,X079PC797,65000,Moscow,2024
29601,X111CC190,370000,Moscow Oblast,2024
29602,P200CA93,75000,Krasnodar Krai,2022
29603,A017PK790,70000,Moscow Oblast,2025
29604,B333BP05,650000,Republic of Dagestan,2025
29605,B999BH716,400000,Republic of Tatarstan,2024
29606,O999BC197,600000,Moscow,2023
29607,K666KX82,600000,Republic of Crimea,2024
29608,T900TP750,150000,Moscow Oblast,2025
29609,E555EE777,6000000,Moscow,2023
29610,E555EE777,8000000,Moscow,2025
29611,P909XY790,120000,Moscow Oblast,2024
29612,A029YE33,50000,Vladimir Oblast,2025
29613,P393PY77,200000,Moscow,2024
29614,C111KA142,250000,Kemerovo Oblast,2024
29615,E500MC790,130000,Moscow Oblast,2025
29616,B101HP790,70000,Moscow Oblast,2025
29617,B444EA150,150000,Moscow Oblast,2023
29618,B444EA150,80000,Moscow Oblast,2023
29619,O500TT16,200000,Republic of Tatarstan,2024
29620,E640CM797,45000,Moscow,2025
29621,T177TB177,500000,Moscow,2025
29622,Y555CO777,600000,Moscow,2024
29623,Y555CO777,690000,Moscow,2024
29624,Y555CO777,600000,Moscow,2024
29625,B008KA790,100000,Moscow Oblast,2024
29626,B553TO797,21999,Moscow,2024
29627,P232KP58,30000,Penza Oblast,2024
29628,O767PH797,85000,Moscow,2024
29629,X800KX790,90000,Moscow Oblast,2022
29630,T063CT197,200000,Moscow,2024
29631,M026KH977,70000,Moscow,2024
29632,E004CX05,200000,Republic of Dagestan,2023
29633,K300KK750,800000,Moscow Oblast,2022
29634,C555MO197,490000,Moscow,2023
29635,M858MM777,1300000,Moscow,2023
29636,C009YC750,160000,Moscow Oblast,2024
29637,C009YC750,220000,Moscow Oblast,2024
29638,X777YH197,1200000,Moscow,2025
29639,O777EP777,2850000,Moscow,2022
29640,O696KK190,65000,Moscow Oblast,2022
29641,K700KH702,450000,Republic of Bashkortostan,2023
29642,K404OK790,100000,Moscow Oblast,2024
29643,M222BB197,290000,Moscow,2023
29644,Y911MX761,30000,Rostov Oblast,2023
29645,K020CK777,180000,Moscow,2024
29646,B112CX797,50000,Moscow,2025
29647,A220XH797,45000,Moscow,2025
29648,P988PP150,90000,Moscow Oblast,2021
29649,P988PP150,100000,Moscow Oblast,2022
29650,P988PP150,110000,Moscow Oblast,2022
29651,P988PP150,100000,Moscow Oblast,2022
29652,E025CC797,240000,Moscow,2025
29653,C005AB250,280000,Moscow Oblast,2025
29654,E555XM66,400000,Sverdlovsk Oblast,2024
29655,C716OK797,160000,Moscow,2024
29656,X178CP178,200000,Saint Petersburg,2024
29657,H071PC797,50000,Moscow,2025
29658,X532EP797,65000,Moscow,2024
29659,B400KO37,170000,Ivanovo Oblast,2024
29660,Y600OX790,130000,Moscow Oblast,2023
29661,Y600OX790,100000,Moscow Oblast,2023
29662,Y600OX790,130000,Moscow Oblast,2023
29663,Y040EP50,200000,Moscow Oblast,2022
29664,O009MM26,500000,Stavropol Krai,2022
29665,E075HP797,60000,Moscow,2024
29666,H666TM11,200000,Komi Republic,2024
29667,Y222XM47,100000,Leningrad Oblast,2022
29668,P060HX797,55000,Moscow,2023
29669,T032KO777,85000,Moscow,2023
29670,M484AX790,300000,Moscow Oblast,2022
29671,A007YE163,500000,Samara Oblast,2022
29672,Y444BK777,650000,Moscow,2025
29673,H852TB797,30000,Moscow,2025
29674,M057YP33,25000,Vladimir Oblast,2024
29675,K222PH124,450000,Krasnoyarsk Krai,2022
29676,M700BB55,60000,Omsk Oblast,2022
29677,A055OO51,3000000,Murmansk Oblast,2023
29678,K004BB199,130000,Moscow,2023
29679,O666YB777,550000,Moscow,2025
29680,P823TY797,30000,Moscow,2025
29681,B040OP76,7300000,Yaroslavl Oblast,2024
29682,B999OP05,50000,Republic of Dagestan,2024
29683,O600BE977,77000,Moscow,2024
29684,O600BE977,100000,Moscow,2024
29685,X222HE750,180000,Moscow Oblast,2024
29686,H800YK97,250000,Moscow,2025
29687,K848MM48,50000,Lipetsk Oblast,2024
29688,C977CC90,300000,Moscow Oblast,2023
29689,C977CC90,290000,Moscow Oblast,2023
29690,C500TH797,500000,Moscow,2024
29691,C800OC78,6000000,Saint Petersburg,2024
29692,O009OH150,65000,Moscow Oblast,2022
29693,B707CY123,340000,Krasnodar Krai,2022
29694,E080EE26,1000000,Stavropol Krai,2023
29695,P004AE46,250000,Kursk Oblast,2023
29696,E014KY977,100000,Moscow,2025
29697,A014PX134,80000,Volgograd Oblast,2023
29698,T404PT190,35000,Moscow Oblast,2023
29699,C248BO62,600000,Ryazan Oblast,2024
29700,K100CC22,135000,Altai Krai,2022
29701,B088BT156,50000,Orenburg Oblast,2023
29702,K002XE150,190000,Moscow Oblast,2024
29703,K002XE150,220000,Moscow Oblast,2024
29704,K002XE150,200000,Moscow Oblast,2024
29705,K002XE150,190000,Moscow Oblast,2024
29706,Y414OK77,100000,Moscow,2023
29707,T121PP790,80000,Moscow Oblast,2024
29708,O911TT797,380000,Moscow,2025
29709,Y007EO777,1200000,Moscow,2025
29710,H660CC797,60000,Moscow,2025
29711,C877EX977,90000,Moscow,2024
29712,H727XP77,100000,Moscow,2023
29713,O777KY199,980000,Moscow,2023
29714,E050PO750,60000,Moscow Oblast,2022
29715,O977EM977,225000,Moscow,2024
29716,B444KK174,120000,Chelyabinsk Oblast,2023
29717,X009AH790,700000,Moscow Oblast,2023
29718,X009AH790,430000,Moscow Oblast,2024
29719,O677EM777,125000,Moscow,2024
29720,H010KH77,350000,Moscow,2024
29721,K799HX797,30000,Moscow,2022
29722,H222OK174,240000,Chelyabinsk Oblast,2024
29723,C882KP797,400000,Moscow,2025
29724,M300XX74,100000,Chelyabinsk Oblast,2024
29725,X042EP790,130000,Moscow Oblast,2024
29726,X042EP790,140000,Moscow Oblast,2024
29727,X042EP790,120000,Moscow Oblast,2025
29728,Y777HT98,340000,Saint Petersburg,2023
29729,H774OX777,500000,Moscow,2024
29730,X001OM190,210000,Moscow Oblast,2021
29731,X001OM190,170000,Moscow Oblast,2021
29732,A751MP90,900000,Moscow Oblast,2025
29733,B582BB197,350000,Moscow,2024
29734,B582BB197,340000,Moscow,2025
29735,B582BB197,350000,Moscow,2025
29736,B582BB197,340000,Moscow,2025
29737,M575OC750,150000,Moscow Oblast,2023
29738,M008YB116,80000,Republic of Tatarstan,2023
29739,C007BO16,380000,Republic of Tatarstan,2025
29740,K535YM799,70000,Moscow,2025
29741,X101AM799,350000,Moscow,2022
29742,X101AM799,310000,Moscow,2022
29743,X101AM799,350000,Moscow,2023
29744,O039TE797,170000,Moscow,2024
29745,E393CB797,100000,Moscow,2025
29746,P988MO750,100000,Moscow Oblast,2024
29747,O007AH790,355000,Moscow Oblast,2025
29748,P717BA797,170000,Moscow,2024
29749,A073MP150,800000,Moscow Oblast,2023
29750,C222YB199,200000,Moscow,2022
29751,C222YB199,222000,Moscow,2023
29752,B848EK797,55000,Moscow,2021
29753,B848EK797,50000,Moscow,2021
29754,B848EK797,45000,Moscow,2022
29755,H525BE977,30000,Moscow,2024
29756,H525BE977,70000,Moscow,2025
29757,E334PT50,80000,Moscow Oblast,2024
29758,E800HE08,1000000,Republic of Kalmykia,2024
29759,H015AB250,32999,Moscow Oblast,2025
29760,C550KP777,200000,Moscow,2022
29761,K311AP550,50000,Moscow Oblast,2024
29762,X123AY31,45000,Belgorod Oblast,2022
29763,B686CO97,100000,Moscow,2025
29764,X040MX99,350000,Moscow,2023
29765,X040MX99,200000,Moscow,2024
29766,X040MX99,150000,Moscow,2024
29767,X040MX99,100000,Moscow,2024
29768,X040MX99,190000,Moscow,2024
29769,C222CK57,580000,Oryol Oblast,2024
29770,O010OA98,75000,Saint Petersburg,2024
29771,B373TH797,40000,Moscow,2025
29772,M611OC797,100000,Moscow,2023
29773,A999AB122,120000,Altai Krai,2023
29774,C124TK124,100000,Krasnoyarsk Krai,2024
29775,A151AA64,250000,Saratov Oblast,2024
29776,A535TK95,30000,Chechen Republic,2023
29777,X448AX750,300000,Moscow Oblast,2022
29778,O333KK777,330000,Moscow,2022
29779,B545KA977,50000,Moscow,2024
29780,T774PH797,30000,Moscow,2024
29781,M001EK161,2000000,Rostov Oblast,2025
29782,E300AY196,70000,Sverdlovsk Oblast,2023
29783,K077XB177,90000,Moscow,2024
29784,A920OO977,350000,Moscow,2025
29785,H008KM154,180000,Novosibirsk Oblast,2024
29786,C134KP797,70000,Moscow,2022
29787,B802TC797,70000,Moscow,2024
29788,Y009MM199,500000,Moscow,2024
29789,C323BC716,30000,Republic of Tatarstan,2024
29790,X555YP790,300000,Moscow Oblast,2025
29791,C800OT797,150000,Moscow,2023
29792,P100KA790,100000,Moscow Oblast,2022
29793,P171KC177,130000,Moscow,2025
29794,X073MB797,45000,Moscow,2024
29795,T177EX199,40000,Moscow,2022
29796,P991PP99,250000,Moscow,2022
29797,Y555BK177,500000,Moscow,2024
29798,Y555BK177,450000,Moscow,2024
29799,Y555BK177,500000,Moscow,2024
29800,Y555BK177,450000,Moscow,2024
29801,Y555BK177,500000,Moscow,2024
29802,Y555BK177,450000,Moscow,2024
29803,Y555BK177,500000,Moscow,2024
29804,B222OK05,550000,Republic of Dagestan,2024
29805,H131OH702,350000,Republic of Bashkortostan,2024
29806,H700ET05,350000,Republic of Dagestan,2024
29807,E919AA797,115000,Moscow,2023
29808,X006MP190,150000,Moscow Oblast,2022
29809,M999TC96,520000,Sverdlovsk Oblast,2023
29810,M191OA797,40000,Moscow,2024
29811,X019MC193,50000,Krasnodar Krai,2023
29812,H909CT61,40000,Rostov Oblast,2025
29813,M323TC75,300000,Zabaykalsky Krai,2023
29814,O400AT790,60000,Moscow Oblast,2023
29815,B016TA797,55000,Moscow,2025
29816,Y716KP116,7000000,Republic of Tatarstan,2024
29817,A077TM797,250000,Moscow,2024
29818,A058MM77,1200000,Moscow,2023
29819,A939XP777,75000,Moscow,2023
29820,Y596EE977,70000,Moscow,2024
29821,P200KX199,300000,Moscow,2024
29822,B717KE799,60000,Moscow,2025
29823,M700OM154,180000,Novosibirsk Oblast,2024
29824,H002AX197,2350000,Moscow,2024
29825,X373AM136,150000,Voronezh Oblast,2024
29826,T007BX77,450000,Moscow,2023
29827,H333KB761,245000,Rostov Oblast,2024
29828,X999TX190,385000,Moscow Oblast,2024
29829,K003OO790,400000,Moscow Oblast,2025
29830,C232OK177,99000,Moscow,2024
29831,T961TT190,200000,Moscow Oblast,2023
29832,T961TT190,180000,Moscow Oblast,2023
29833,T961TT190,150000,Moscow Oblast,2023
29834,T961TT190,180000,Moscow Oblast,2023
29835,T961TT190,200000,Moscow Oblast,2023
29836,T961TT190,230000,Moscow Oblast,2023
29837,T961TT190,200000,Moscow Oblast,2023
29838,T961TT190,230000,Moscow Oblast,2023
29839,T961TT190,200000,Moscow Oblast,2024
29840,T199TC797,80000,Moscow,2025
29841,E074PK797,60000,Moscow,2024
29842,K100MT178,100000,Saint Petersburg,2023
29843,Y999YM90,1200000,Moscow Oblast,2025
29844,Y999YM90,1000000,Moscow Oblast,2025
29845,A700XM199,200000,Moscow,2022
29846,A333OA252,260000,Nizhny Novgorod Oblast,2024
29847,T500KO797,105000,Moscow,2022
29848,T500KO797,100000,Moscow,2022
29849,M799OO797,150000,Moscow,2024
29850,M320YY790,30000,Moscow Oblast,2024
29851,O077HH77,900000,Moscow,2023
29852,O788PX198,70000,Saint Petersburg,2024
29853,K828HK177,70000,Moscow,2025
29854,K033BA777,200000,Moscow,2024
29855,E545TT797,80000,Moscow,2025
29856,C858CC45,100000,Kurgan Oblast,2024
29857,M773YY77,140000,Moscow,2025
29858,E001KX01,110700,Republic of Adygea,2023
29859,M003CO98,135000,Saint Petersburg,2024
29860,K198OX797,70000,Moscow,2024
29861,X660AA550,70000,Moscow Oblast,2024
29862,Y764EH977,30000,Moscow,2024
29863,E707EP174,771000,Chelyabinsk Oblast,2024
29864,P606TY797,80000,Moscow,2025
29865,O034TP790,80000,Moscow Oblast,2023
29866,M003ME54,250000,Novosibirsk Oblast,2024
29867,K300XY77,250000,Moscow,2025
29868,B034CP37,49000,Ivanovo Oblast,2023
29869,T007KP150,450000,Moscow Oblast,2023
29870,T005EB197,250000,Moscow,2025
29871,E797PC797,200000,Moscow,2024
29872,A900KC74,45000,Chelyabinsk Oblast,2022
29873,A454CK797,80000,Moscow,2025
29874,O083PM790,59000,Moscow Oblast,2024
29875,K146KM977,50000,Moscow,2025
29876,M335KA977,250000,Moscow,2025
29877,C396CC190,190000,Moscow Oblast,2022
29878,K023KA977,100000,Moscow,2025
29879,C424OO777,235000,Moscow,2023
29880,M909YK99,300000,Moscow,2024
29881,K200AT761,80000,Rostov Oblast,2024
29882,T193YO93,80000,Krasnodar Krai,2022
29883,H001TY27,280000,Khabarovsk Krai,2023
29884,O007MH30,250000,Astrakhan Oblast,2022
29885,C005TA54,50000,Novosibirsk Oblast,2022
29886,B800AP550,69000,Moscow Oblast,2024
29887,B800AP550,150000,Moscow Oblast,2024
29888,B800AP550,130000,Moscow Oblast,2024
29889,H030TP26,70000,Stavropol Krai,2024
29890,K700PB790,150000,Moscow Oblast,2024
29891,B005PA750,100000,Moscow Oblast,2023
29892,B881OC790,49000,Moscow Oblast,2024
29893,O005CA177,95000,Moscow,2022
29894,O005CA177,270000,Moscow,2022
29895,O018AA550,240000,Moscow Oblast,2024
29896,P929AP550,70000,Moscow Oblast,2024
29897,C077PY777,350000,Moscow,2024
29898,K070OT790,200000,Moscow Oblast,2023
29899,K070OT790,190000,Moscow Oblast,2023
29900,K070OT790,200000,Moscow Oblast,2023
29901,K070OT790,220000,Moscow Oblast,2023
29902,K070OT790,200000,Moscow Oblast,2023
29903,K070OT790,170000,Moscow Oblast,2023
29904,K070OT790,180000,Moscow Oblast,2024
29905,X303PP750,30000,Moscow Oblast,2024
29906,T123MC750,60000,Moscow Oblast,2023
29907,M071PP790,45000,Moscow Oblast,2024
29908,X778TA797,80000,Moscow,2025
29909,Y424MM797,50000,Moscow,2023
29910,Y424MM797,40000,Moscow,2023
29911,K200AC77,140000,Moscow,2024
29912,Y262TX797,25000,Moscow,2024
29913,O567MP150,100000,Moscow Oblast,2023
29914,H550XH797,100000,Moscow,2022
29915,C200YY61,400000,Rostov Oblast,2024
29916,H300BH777,500000,Moscow,2023
29917,X796XK790,55000,Moscow Oblast,2023
29918,P008MT77,450000,Moscow,2025
29919,C484AT550,55000,Moscow Oblast,2024
29920,T950OM797,50000,Moscow,2024
29921,M770PH797,120000,Moscow,2024
29922,M010KA14,150000,Sakha Republic,2024
29923,T866PX797,40000,Moscow,2025
29924,X400OO99,700000,Moscow,2025
29925,H909TT799,270000,Moscow,2025
29926,X600EX790,70000,Moscow Oblast,2023
29927,O500PM716,150000,Republic of Tatarstan,2023
29928,O008EM177,350000,Moscow,2024
29929,O128BX116,100000,Republic of Tatarstan,2024
29930,C888KP196,850000,Sverdlovsk Oblast,2023
29931,A600EO797,50000,Moscow,2022
29932,T007XM178,100000,Saint Petersburg,2023
29933,B300TP797,200000,Moscow,2024
29934,P600MT90,75000,Moscow Oblast,2022
29935,Y002HY777,185000,Moscow,2022
29936,T778BC550,29999,Moscow Oblast,2025
29937,E213KX761,200000,Rostov Oblast,2023
29938,O191HA33,30000,Vladimir Oblast,2024
29939,O052CO797,90000,Moscow,2025
29940,B799YC199,80000,Moscow,2024
29941,B999YP97,895000,Moscow,2024
29942,M500PC177,300000,Moscow,2024
29943,E500TK799,220000,Moscow,2024
29944,X077YK790,90000,Moscow Oblast,2025
29945,P888KP90,650000,Moscow Oblast,2024
29946,T815TT09,70000,Karachay-Cherkess Republic,2022
29947,Y898BE797,50000,Moscow,2024
29948,C004CX199,200000,Moscow,2023
29949,C004CX199,100000,Moscow,2023
29950,K777BE177,1500000,Moscow,2024
29951,K777BE177,3490000,Moscow,2024
29952,O720CA750,120000,Moscow Oblast,2024
29953,T228TT190,500000,Moscow Oblast,2023
29954,T228TT190,350000,Moscow Oblast,2024
29955,B811CT52,350000,Nizhny Novgorod Oblast,2024
29956,B050HP147,50000,Leningrad Oblast,2022
29957,A200XX37,50000,Ivanovo Oblast,2024
29958,H011OX11,110000,Komi Republic,2022
29959,B660AC193,430000,Krasnodar Krai,2024
29960,K222MM40,200000,Kaluga Oblast,2025
29961,P808PA198,80000,Saint Petersburg,2023
29962,K225AA790,170000,Moscow Oblast,2024
29963,M600EB46,80000,Kursk Oblast,2022
29964,Y686TE199,50000,Moscow,2024
29965,A242XB750,50000,Moscow Oblast,2024
29966,C767EH977,100000,Moscow,2024
29967,B044XK790,100000,Moscow Oblast,2025
29968,E111HH15,980000,Republic of North Ossetia,2024
29969,H661MM199,500000,Moscow,2024
29970,C956KP40,500000,Kaluga Oblast,2023
29971,H100OO790,500000,Moscow Oblast,2024
29972,H100OO790,480000,Moscow Oblast,2025
29973,B397BB90,130000,Moscow Oblast,2023
29974,K333TH150,110000,Moscow Oblast,2022
29975,A008CA750,350000,Moscow Oblast,2025
29976,X222HM777,480000,Moscow,2024
29977,X222HM777,580000,Moscow,2024
29978,P778OP797,35000,Moscow,2025
29979,A020TK797,130000,Moscow,2025
29980,B787KM797,150000,Moscow,2024
29981,B002YX763,400000,Samara Oblast,2024
29982,M803AX977,50000,Moscow,2025
29983,Y303BT797,40000,Moscow,2022
29984,B818PY82,200000,Republic of Crimea,2024
29985,E034AP550,45000,Moscow Oblast,2024
29986,M999KC58,400000,Penza Oblast,2024
29987,P545OK797,150000,Moscow,2024
29988,M750CK750,500000,Moscow Oblast,2024
29989,T971EY97,80000,Moscow,2022
29990,K222EB40,235000,Kaluga Oblast,2025
29991,H595BH52,200000,Nizhny Novgorod Oblast,2024
29992,B855TC797,70000,Moscow,2024
29993,K500YM28,80000,Amur Oblast,2023
29994,K111TO750,410000,Moscow Oblast,2025
29995,A959CH797,110000,Moscow,2025
29996,M900HE02,350000,Republic of Bashkortostan,2024
29997,C925KP77,760000,Moscow,2025
29998,B488AK550,45000,Moscow Oblast,2025
29999,X160CY797,60000,Moscow,2025
30000,P181KX58,130000,Penza Oblast,2023
30001,T008EK199,170000,Moscow,2023
30002,T008EK199,250000,Moscow,2024
30003,T008EK199,220000,Moscow,2024
30004,T008EK199,210000,Moscow,2024
30005,A485MP90,415000,Moscow Oblast,2022
30006,A485MP90,440000,Moscow Oblast,2022
30007,A485MP90,415000,Moscow Oblast,2022
30008,A485MP90,410000,Moscow Oblast,2023
30009,O777YC199,320000,Moscow,2022
30010,E999XY77,750000,Moscow,2024
30011,A200BB49,200000,Magadan Oblast,2024
30012,A500PA125,300000,Primorsky Krai,2024
30013,O525HO68,40000,Tambov Oblast,2024
30014,P071CO797,90000,Moscow,2025
30015,M059AX977,100000,Moscow,2025
30016,K014EK05,200000,Republic of Dagestan,2023
30017,K555AM09,555000,Karachay-Cherkess Republic,2023
30018,K555AM09,600000,Karachay-Cherkess Republic,2023
30019,H088PK790,50000,Moscow Oblast,2024
30020,M286TH797,50000,Moscow,2024
30021,H555PX177,300000,Moscow,2023
30022,O001OM790,1200000,Moscow Oblast,2025
30023,M007KX27,300000,Khabarovsk Krai,2024
30024,X791BX197,60000,Moscow,2024
30025,A499ET49,2500000,Magadan Oblast,2024
30026,A248AH550,60000,Moscow Oblast,2025
30027,K001XH777,1500000,Moscow,2025
30028,O790CX790,215000,Moscow Oblast,2024
30029,K666PC777,350000,Moscow,2023
30030,B040OE797,200000,Moscow,2024
30031,E888ME790,640000,Moscow Oblast,2024
30032,K350TB797,100000,Moscow,2025
30033,P060EA790,35000,Moscow Oblast,2024
30034,M131PO797,30000,Moscow,2024
30035,Y001CA190,450000,Moscow Oblast,2024
30036,Y560YY05,133000,Republic of Dagestan,2023
30037,K717EE197,25000,Moscow,2023
30038,A625AA50,885000,Moscow Oblast,2025
30039,H281AB250,40000,Moscow Oblast,2025
30040,A941AA174,1500000,Chelyabinsk Oblast,2023
30041,C450BB716,350000,Republic of Tatarstan,2023
30042,X070XE97,230000,Moscow,2024
30043,H935OO777,30000,Moscow,2024
30044,B012BB161,3500000,Rostov Oblast,2024
30045,K196KK774,80000,Chelyabinsk Oblast,2023
30046,X090AT190,77000,Moscow Oblast,2023
30047,M515TB797,80000,Moscow,2024
30048,A770YE190,150000,Moscow Oblast,2023
30049,Y707BY550,135000,Moscow Oblast,2025
30050,H090CP790,50000,Moscow Oblast,2024
30051,M540AX58,50000,Penza Oblast,2022
30052,M064MM99,4200000,Moscow,2025
30053,K836TC797,70000,Moscow,2024
30054,O555MM56,400000,Orenburg Oblast,2024
30055,O074YX790,34999,Moscow Oblast,2025
30056,E200BA777,250000,Moscow,2022
